pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
news-A:1975,news-A:1975,,test,"Sgt. Randy Force , a police spokesman , said O'Brien was n't being charged with causing the crash because Reed was jaywalking .","Sergeant Randy Force , a police spokesman , said O'Brien was n't being charged with causing the crash because the victim had been jaywalking .","sgt . randy force , a police spokesman , say o'brien be n't be charge with cause the crash because reed be jaywalk .","sergeant randy force , a police spokesman , say o'brien be n't be charge with cause the crash because the victim have be jaywalk .",0.21739130434782605,23-24 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 21-22 22-23 0-0 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 19-20 20-21 20-22 20-23 21-21 21-22 21-23 22-24 ,{},{},{}
news-A:278,news-A:278,,test,Hynix CEO E.J. Woo condemned the decision calling the ruling an '' outrageous act aimed at a hidden agenda '' .,"meanwhile , Hynix Semiconductors voiced strong criticism of the United States , calling its decision an '' outrageous tactic aimed at a hidden agenda '' .",hynix ceo e.j . woo condemn the decision call the rule an '' outrageous act aim at a hidden agenda '' .,"meanwhile , hynix semiconductor voice strong criticism of the united state , call it decision an '' outrageous tactic aim at a hidden agenda '' .",0.5666666666666667,21-25 15-19 16-20 17-21 18-22 19-23 20-24 11-15 12-16 13-17 10-10 9-8 8-12 7-14 0-2 ,{},{},{},0-2 4-4 4-5 4-6 6-14 7-12 10-15 11-16 12-17 13-18 14-19 15-20 16-21 17-22 18-23 19-24 20-25 ,5-13 8-13 9-14 ,{},{}
news-A:300,news-A:300,,test,"Rumsfeld , who has been feuding for two years with Army leadership , passed over nine active-duty four-star generals .","Rumsfeld has been feuding for a long time with Army leadership , and he passed over nine active-duty four-star generals .","rumsfeld , who have be feud for two year with army leadership , pass over nine active-duty four-star general .","rumsfeld have be feud for a long time with army leadership , and he pass over nine active-duty four-star general .",0.33333333333333337,19-20 13-14 14-15 15-16 16-17 17-18 18-19 3-1 4-2 5-3 6-4 9-8 10-9 11-10 12-11 0-0 ,{},{},{},0-0 3-1 4-2 5-3 6-4 9-8 10-9 11-10 12-11 13-14 14-15 15-16 16-17 17-18 18-19 19-20 ,0-13 2-0 7-5 7-6 7-7 8-5 8-6 8-7 ,{},{}
news-A:1341,news-A:1341,,test,"then they moved inside the mosque and started firing on the people '' , he told the Associated Press .",'' then they moved inside the mosque and started firing on the people '' .,"then they move inside the mosque and start fire on the people '' , he tell the associated press .",'' then they move inside the mosque and start fire on the people '' .,0.2777777777777778,19-14 0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 ,{},{},{},0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 19-14 ,{},{},{}
news-A:1546,news-A:1546,,test,"last month , 62 Spanish peacekeepers died when their plane crashed in Turkey as they were returning home .","in another disaster , 62 Spanish peacekeepers were killed May 26 when their plane crashed in Turkey on their way home .","last month , 62 spanish peacekeeper die when their plane crash in turkey a they be return home .","in another disaster , 62 spanish peacekeeper be kill may 26 when their plane crash in turkey on their way home .",0.5,18-21 7-11 8-12 9-13 10-14 11-15 12-16 2-3 3-4 4-5 5-6 17-20 6-8 0-1 14-18 ,{},{},{},2-3 3-4 4-5 5-6 6-7 6-8 7-11 8-12 9-13 10-14 11-15 12-16 13-17 13-18 13-19 14-17 14-18 14-19 15-17 15-18 15-19 16-17 16-18 16-19 17-20 18-21 ,{},{},{}
news-A:1623,news-A:1623,,test,that means Democrats can block any Supreme Court nominee through a filibuster if they can get 40 of their members to agree .,but Democrats can block any potential nominee through a filibuster if they can get 41 votes .,that mean democrat can block any supreme court nominee through a filibuster if they can get 40 of their member to agree .,but democrat can block any potential nominee through a filibuster if they can get 41 vote .,0.5384615384615384,22-16 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 2-1 3-2 4-3 5-4 ,{},{},{},2-1 3-2 4-3 5-4 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 22-16 ,16-14 18-11 21-15 ,{},{}
news-A:232,news-A:232,,test,clearly Roman creams of any type do not normally survive in the archaeological record .,"clearly Roman creams of any type , paint or cosmetic , do not normally survive ... it 's pretty exceptional '' .",clearly roman cream of any type do not normally survive in the archaeological record .,"clearly roman cream of any type , paint or cosmetic , do not normally survive ... it 's pretty exceptional '' .",0.56,14-21 0-0 1-1 2-2 3-3 4-4 5-5 6-11 7-12 8-13 9-14 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-11 7-12 8-13 9-14 14-21 ,{},{},{}
news-A:233,news-A:233,,test,"the association said 28.2 million DVDs were rented in the week that ended June 15 , compared with 27.3 million VHS cassettes .","the Video Software Dealers Association said 28.2 million DVDs were rented out last week , compared to 27.3 million VHS cassettes .","the association say 28.2 million dvd be rent in the week that end june 15 , compare with 27.3 million vhs cassette .","the video software dealer association say 28.2 million dvd be rent out last week , compare to 27.3 million vhs cassette .",0.4444444444444444,22-21 1-4 2-5 3-6 4-7 5-8 6-9 7-10 18-17 19-18 20-19 21-20 15-14 16-15 10-13 0-0 ,{},{},{},0-0 1-4 2-5 3-6 4-7 5-8 6-9 7-10 7-11 10-13 11-12 12-12 13-12 14-12 15-14 16-15 18-17 19-18 20-19 21-20 22-21 ,17-16 ,{},{}
news-A:1016,news-A:1016,,test,"resigning along with Brendsel was Vaughn Clarke , the company 's executive vice president and chief financial officer .","Chairman and Chief Executive Leland Brendsel and Vaughn Clarke , the company 's executive vice president and chief financial officer , resigned .","resign along with brendsel be vaughn clarke , the company 's executive vice president and chief financial officer .","chairman and chief executive leland brendsel and vaughn clarke , the company 's executive vice president and chief financial officer , resign .",0.23809523809523814,18-22 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 0-21 3-5 ,{},{},{},3-4 3-5 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-22 ,0-21 ,{},{}
news-A:2015,news-A:2015,,test,"Scotland Yard said the three were charged under the Anti-Terrorism , Crime and Security Act 2001 , with alleged failure to disclose information about acts of terrorism .",Scotland Yard said in a statement it had charged a 46-year-old man and two women aged 27 and 35 with failing to disclose information about acts of terrorism .,"scotland yard say the three be charge under the anti-terrorism , crime and security act 2001 , with alleged failure to disclose information about act of terrorism .",scotland yard say in a statement it have charge a 46-year-old man and two woman age 27 and 35 with fail to disclose information about act of terrorism .,0.631578947368421,27-28 20-21 21-22 22-23 23-24 24-25 25-26 26-27 0-0 1-1 2-2 19-20 6-8 ,{},{},{},0-0 1-1 2-2 4-10 4-11 4-12 4-13 4-14 4-15 4-16 4-17 4-18 17-19 19-20 20-21 21-22 22-23 23-24 24-25 25-26 26-27 27-28 ,0-6 1-6 5-7 5-8 6-7 6-8 ,{},{}
news-A:1410,news-A:1410,,test,the Cavaliers won the right Thursday to select James in the June 26 draft .,the Cleveland Cavaliers won the right to draft James by winning the NBA 's annual lottery Thursday night .,the cavalier win the right thursday to select james in the june 26 draft .,the cleveland cavalier win the right to draft james by win the nba 's annual lottery thursday night .,0.55,14-18 1-2 2-3 3-4 4-5 5-16 8-8 13-7 ,{},{},{},0-0 1-2 2-3 3-4 4-5 5-16 6-6 7-7 8-8 13-15 14-18 ,2-10 ,{},{}
news-A:1718,news-A:1718,,test,British-born astronaut Michael Foale is about to fly into space to take up his post as commander of the International Space Station .,British-born astronaut Michael Foale is on his way to take command of the international space station .,british-born astronaut michael foale be about to fly into space to take up his post a commander of the international space station .,british-born astronaut michael foale be on his way to take command of the international space station .,0.41666666666666663,22-16 17-11 18-12 19-13 20-14 21-15 0-0 1-1 2-2 3-3 4-4 10-8 11-9 16-10 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 5-7 10-8 11-9 12-9 13-6 14-10 15-10 16-10 17-11 18-12 19-13 20-14 21-15 22-16 ,{},{},{}
news-A:2173,news-A:2173,,test,the juvenile arrested yesterday allegedly authored a variant of the worm known as '' RPCSDBOT '' .,the variant the juvenile allegedly created was known as '' RPCSDBOT '' .,the juvenile arrest yesterday allegedly author a variant of the worm know a '' rpcsdbot '' .,the variant the juvenile allegedly create be know a '' rpcsdbot '' .,0.4375,16-12 11-7 12-8 13-9 14-10 15-11 0-2 1-3 4-4 7-1 ,{},{},{},0-2 1-3 4-4 5-5 7-1 11-6 11-7 12-8 13-9 14-10 15-11 16-12 ,6-0 ,{},{}
news-A:61,news-A:61,,test,"tuition at four-year private colleges averaged $ 19,710 this year , up 6 percent from 2002 .","for the current academic year , tuition at public colleges averaged $ 4,694 , up almost $ 600 from the year before .","tuition at four-year private college average $ 19,710 this year , up 6 percent from 2002 .","for the current academic year , tuition at public college average $ 4,694 , up almost $ 600 from the year before .",0.6153846153846154,16-22 4-9 5-10 6-11 0-6 1-7 9-4 10-5 11-14 2-20 14-18 ,{},{},{},0-6 1-7 4-9 5-10 6-11 10-13 11-14 14-18 15-20 15-21 16-22 ,3-8 7-12 12-16 12-17 13-16 13-17 ,{},{}
news-A:902,news-A:902,,test,the FTC also asked the judge to suspend his ruling pending its appeal .,the FTC asked the court Wednesday to block the ruling and filed for an appeal .,the ftc also ask the judge to suspend his rule pending it appeal .,the ftc ask the court wednesday to block the ruling and file for an appeal .,0.7142857142857143,13-15 0-0 1-1 3-2 4-3 12-14 5-4 9-9 ,{},{},{},0-0 1-1 3-2 4-3 6-6 7-7 9-9 12-14 13-15 ,5-4 8-8 11-13 ,{},{}
news-A:966,news-A:966,,test,"the technology-laced Nasdaq Composite index .ixic was down 27.13 points , or 1.64 percent , at 1,626.49 , based on the latest data .","the technology-laced Nasdaq Composite Index <.ixic> declined 25.78 points , or 1.56 percent , to 1,627.84 .","the technology-laced nasdaq composite index .ixic be down 27.13 point , or 1.64 percent , at 1,626.49 , base on the late data .","the technology-laced nasdaq composite index < .ixic > decline 25.78 point , or 1.56 percent , to 1,627.84 .",0.6071428571428572,24-19 0-0 1-1 2-2 3-3 4-4 10-11 11-12 12-13 5-6 6-7 14-15 15-16 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-6 9-8 10-9 11-10 13-12 23-16 ,8-7 12-11 15-14 16-15 ,{},{}
news-A:1029,news-A:1029,,test,"but as more people were shot , Moose had to admit that he could n't give the public the safety it needed .","but as time passed and more people were shot , Moose had to admit that he could n't give the public what it needed most from the police - safety .","but a more people be shoot , moose have to admit that he could n't give the public the safety it need .","but a time pass and more people be shoot , moose have to admit that he could n't give the public what it need most from the police - safety .",0.2666666666666667,22-30 2-5 3-6 4-7 5-8 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 0-0 1-1 20-22 21-23 19-29 18-26 ,{},{},{},0-0 1-1 2-5 3-6 4-7 5-8 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-16 14-17 15-18 16-19 17-20 19-29 20-22 21-23 22-30 ,{},{},{}
news-A:1027,news-A:1027,,test,"'' this deal makes sense for both companies '' , said National Chief Executive Brian Halla .","'' this deal makes sense for both companies '' , Halla said in a prepared statement .","'' this deal make sense for both company '' , say national chief executive brian halla .","'' this deal make sense for both company '' , halla say in a prepared statement .",0.4,16-16 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-11 15-10 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-11 14-10 15-10 16-16 ,{},{},{}
news-A:1797,news-A:1797,,test,"Bennett told Newsweek that '' over 10 years , I 'd say I 've come out pretty close to even '' .","'' over 10 years , I 'd say I 've come out pretty close to even '' , he said .","bennett tell newsweek that '' over 10 year , i 'd say i 've come out pretty close to even '' .","'' over 10 year , i 'd say i 've come out pretty close to even '' , he say .",0.23809523809523814,21-20 4-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 1-19 ,{},{},{},1-19 4-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-20 ,0-18 ,{},{}
news-A:2421,news-A:2421,,test,"by the time the two-term president left office in 1989 , the Navy had nearly 600 ships - about twice the ships it has today .","by the time that Reagan left office in 1989 , the Navy had nearly 600 ships - about twice the number that it has today .","by the time the two-term president leave office in 1989 , the navy have nearly 600 ship - about twice the ship it have today .","by the time that reagan left office in 1989 , the navy have nearly 600 ship - about twice the number that it have today .",0.28,25-25 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 22-22 23-23 24-24 0-0 1-1 2-2 6-5 ,{},{},{},0-0 1-1 2-2 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-18 20-19 22-22 23-23 24-24 25-25 ,21-20 ,{},{}
news-A:791,news-A:791,,test,Bolland told the News of the World : '' I was astonished at Sir Michael 's question .,Mr Bolland said : '' I was astonished at Sir Michael 's question .,bolland tell the news of the world : '' i be astonish at sir michael 's question .,mr bolland say : '' i be astonish at sir michael 's question .,0.368421052631579,17-13 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 1-2 0-1 ,{},{},{},0-1 1-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 ,{},{},{}
news-A:2351,news-A:2351,,test,"'' we will clearly modify some features of our plans as well as their administration '' , Reed said in a letter to the NYSE 's 1,366 members .","'' we will clearly modify some features of our plans as well as their administration '' , Reed said in his letter .","'' we will clearly modify some feature of our plan as well a their administration '' , reed say in a letter to the nyse 's 1,366 member .","'' we will clearly modify some feature of our plan as well a their administration '' , reed say in his letter .",0.25,28-22 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 21-21 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 21-21 28-22 ,20-20 ,{},{}
news-A:2056,news-A:2056,,test,"but the settlement also defers any payment to investors , potentially for years , until the securities lawsuits against the brokerage firms are resolved .","any payment to investors will be delayed , potentially for years , until the securities lawsuits against the brokerage firms are resolved .","but the settlement also defer any payment to investor , potentially for year , until the security lawsuit against the brokerage firm be resolve .","any payment to investor will be delay , potentially for year , until the security lawsuit against the brokerage firm be resolve .",0.25,24-22 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 5-0 6-1 7-2 8-3 4-6 ,{},{},{},5-0 6-1 7-2 8-3 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 24-22 ,4-4 4-5 4-6 ,{},{}
news-A:1143,news-A:1143,,test,"November 17 's last victim was British defence attache Stephen Saunders , who was shot on an Athens road in June 2000 .","November 17 's last victim was British defense attache Stephen Saunders , who was shot and killed at point-blank range on a busy Athens road in June 2000 .","november 17 's last victim be british defence attache stephen saunders , who be shoot on an athens road in june 2000 .","november 17 's last victim be british defense attache stephen saunders , who be shoot and kill at point-blank range on a busy athens road in june 2000 .",0.33333333333333337,22-28 0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-8 9-9 10-10 11-11 12-12 13-13 14-14 17-23 18-24 19-25 20-26 21-27 7-7 15-20 16-21 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-20 16-21 17-23 18-24 19-25 20-26 21-27 22-28 ,{},{},{}
news-A:2602,news-A:2602,,test,MySQL AB on Tuesday announced that it had ported its open-source database to the HP-UX operating system on the 64-bit Intel Itanium 2 processor .,the company updated the MySQL 4.0 software with the ability to run on the HP-UX 11i Unix operating system and Linux on servers equipped with Intel 's 64-bit Itanium 2 processor .,mysql ab on tuesday announce that it have port it open-source database to the hp-ux operating system on the 64-bit intel itanium 2 processor .,the company update the mysql 4.0 software with the ability to run on the hp-ux 11i unix operate system and linux on server equip with intel 's 64-bit itanium 2 processor .,0.6756756756756757,24-31 21-28 22-29 23-30 13-13 14-14 17-12 19-27 15-17 20-25 16-18 0-4 ,{},{},{},0-1 1-1 7-2 7-7 7-8 7-9 7-10 7-11 8-2 8-7 8-8 8-9 8-10 8-11 9-4 9-5 9-6 11-4 11-5 11-6 13-13 14-14 14-15 14-16 15-17 16-18 19-27 20-25 21-28 22-29 23-30 24-31 ,12-12 17-24 ,{},{}
