HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.pairID,Input.documentID,Input.segmentID,Input.hitType,Input.source,Input.target,Input.sourceLemmatized,Input.targetLemmatized,Input.jaccardDistance,Input.lengthDifference,Input.sureAlignments,Input.possAlignments,Input.sourceHighlights,Input.targetHighlights,Input.answerSureAlignments,Input.answerPossAlignments,Input.answerSourceHighlights,Input.answerTargetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights,Approve,Reject
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:767,,,test,"'' we are floating on its surface , friend Ned '' .","'' we are floating on its surface , Ned my friend '' .","'' we be float on it surface , friend ned '' .","'' we be float on it surface , ned my friend '' .",0.08333333333333337,1,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-10 9-8 10-11 11-12 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-10 9-8 10-11 11-12 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:273,,,test,"'' by my orders . an electric thread connects us . I telegraph to it , and that is enough . ''","'' at my command . an electric wire connects me to the ship . I fire off a telegram , and that 's that . ''","'' by my order . an electric thread connect u . i telegraph to it , and that be enough . ''","'' at my command . an electric wire connects me to the ship . i fire off a telegram , and that 's that . ''",0.6774193548387097,4,,,,,0-0 2-2 3-3 4-4 5-5 6-6 7-7 8-8 10-13 11-14 12-15 12-16 12-18 15-19 16-20 17-21 18-22 20-24 21-25 ,1-1 9-9 9-10 9-11 9-12 19-23 ,,,,,,9-9 9-10 9-11 9-12 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 10-13 11-14 12-15 12-16 12-17 12-18 15-19 16-20 17-21 18-22 19-23 20-24 21-25 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:1226,,,test,"'' I do not know ; but , whatever it is , it will be sunk before night . in any case , it is better to perish with it , than be made accomplices in a retaliation the justice of which we cannot judge '' .","'' I 've no idea . but wherever it 's from , it will sink before nightfall . in any event , it 's better to perish with it than be accomplices in some act of revenge whose merits we can not gauge '' .","'' i do not know ; but , whatever it be , it will be sink before night . in any case , it be well to perish with it , than be make accomplice in a retaliation the justice of which we can not judge '' .","'' i 've no idea . but wherever it 's from , it will sink before nightfall . in any event , it 's good to perish with it than be accomplice in some act of revenge whose merit we can not gauge '' .",0.5800000000000001,3,,,,,0-0 1-1 1-2 1-3 1-4 2-1 2-2 2-3 2-4 3-1 3-2 3-3 3-4 4-1 4-2 4-3 4-4 5-5 6-6 8-7 9-8 10-9 11-11 12-12 13-13 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 31-29 32-30 33-30 34-31 35-32 37-34 37-35 37-36 39-38 40-37 41-37 42-39 43-40 43-41 44-42 45-43 46-44 ,14-14 15-14 36-33 ,,,,,,13-13 13-14 14-13 14-14 15-13 15-14 36-33 39-38 41-37 ,,,,0-0 1-1 1-2 1-3 1-4 2-1 2-2 2-3 2-4 3-1 3-2 3-3 3-4 4-1 4-2 4-3 4-4 5-5 6-6 9-8 10-9 11-11 12-12 16-15 17-16 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 31-29 32-30 34-31 35-32 37-36 42-39 43-40 43-41 44-42 45-43 46-44 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:1108,,,test,"'' let us try it '' , I said resolutely .",'' it 's worth trying ! '' I said resolutely .,"'' let u try it '' , i say resolutely .",'' it 's worth try ! '' i say resolutely .,0.46153846153846156,0,,,,,0-0 3-4 5-6 7-7 8-8 9-9 10-10 ,1-1 1-2 1-3 2-1 2-2 2-3 ,,,,,,{},,,,0-0 3-4 4-1 5-6 7-7 8-8 9-9 10-10 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:541,,,test,ten of his companions followed him . they met with the same fate .,ten of his companions followed him . all ten met the same fate .,ten of his companion follow him . they meet with the same fate .,ten of his companion follow him . all ten meet the same fate .,0.2142857142857143,0,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-9 9-9 10-10 11-11 12-12 13-13 ,7-7 7-8 ,,,,,,7-7 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-9 10-10 11-11 12-12 13-13 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:318,,,test,the whole day passed without my being honored by a visit from Captain Nemo . the panels of the saloon did not open . perhaps they did not wish us to tire of these beautiful things .,the entire day passed without my being honored by a visit from Captain Nemo . the panels in the lounge did n't open . perhaps they did not want us to get tired of these beautiful things .,the whole day pass without my be honor by a visit from captain nemo . the panel of the saloon do not open . perhaps they do not wish u to tire of these beautiful thing .,the entire day pass without my be honor by a visit from captain nemo . the panel in the lounge do n't open . perhaps they do not want u to get tire of these beautiful thing .,0.25,1,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 31-32 32-33 33-34 34-35 35-36 36-37 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 31-32 32-33 33-34 34-35 35-36 36-37 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:185,,,test,"'' very well , my brave boy . and you , Mr. Land ? ''","'' extremely well , my gallant lad '' , I replied . '' and how about you , Mr. Ned Land ? ''","'' very well , my brave boy . and you , mr. land ? ''","'' extremely well , my gallant lad '' , i reply . '' and how about you , mr. ned land ? ''",0.5238095238095238,8,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-11 8-13 9-16 10-17 11-18 12-19 12-20 13-21 14-22 ,{},,,,,,5-5 ,,,,0-0 1-1 2-2 3-3 4-4 6-6 8-13 9-16 10-17 11-18 11-19 11-20 12-18 12-19 12-20 13-21 14-22 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:626,,,test,'' are many pearls found in the same oyster ? '' asked Conseil .,'' can one find several pearls in the same oyster ? '' Conseil asked .,'' be many pearl find in the same oyster ? '' ask conseil .,'' can one find several pearl in the same oyster ? '' conseil ask .,0.3125,1,,,,,0-0 2-4 3-5 5-6 6-7 7-8 8-9 9-10 10-11 11-13 12-12 13-14 ,1-1 1-2 1-3 4-1 4-2 4-3 ,,,,,,1-3 4-3 ,,,,0-0 2-4 3-5 5-6 6-7 7-8 8-9 9-10 10-11 11-13 12-12 13-14 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:602,,,test,"towards midnight the sea suddenly resumed its usual color ; but behind us , even to the limits of the horizon , the sky reflected the whitened waves , and for a long time seemed impregnated with the vague glimmerings of an aurora borealis .","near midnight the sea suddenly resumed its usual hue , but behind us all the way to the horizon , the skies kept mirroring the whiteness of those waves and for a good while seemed imbued with the hazy glow of an aurora borealis .","towards midnight the sea suddenly resume it usual color ; but behind u , even to the limit of the horizon , the sky reflect the whitened wave , and for a long time seem impregnate with the vague glimmering of an aurora borealis .","near midnight the sea suddenly resume it usual hue , but behind u all the way to the horizon , the sky keep mirror the whiteness of those wave and for a good while seem imbue with the hazy glow of an aurora borealis .",0.5,0,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 19-17 20-18 21-19 22-20 23-21 24-22 24-23 25-24 27-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44 ,15-13 15-14 15-15 15-16 16-13 16-14 16-15 16-16 17-13 17-14 17-15 17-16 18-13 18-14 18-15 18-16 25-27 26-25 26-26 ,,,,,,18-16 24-23 26-25 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 15-13 15-14 15-15 16-13 16-14 16-15 17-13 17-14 17-15 19-17 20-18 21-19 22-20 23-21 25-24 27-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:313,,,test,"'' you wished to see , friend Ned ; well , you see now '' .","in wonderment , we leaned on our elbows before these show windows , and our stunned silence remained unbroken until Conseil said : '' you wanted to see something , Ned my friend ; well , now you have something to see ! ''","'' you wish to see , friend ned ; well , you see now '' .","in wonderment , we lean on our elbow before these show windows , and our stunned silence remain unbroken until conseil say : '' you want to see something , ned my friend ; well , now you have something to see ! ''",0.7297297297297297,28,,,,,0-23 1-24 2-25 3-26 4-27 5-29 6-32 7-30 8-33 9-34 10-35 11-37 12-41 13-36 14-43 15-42 ,{},,,,,,{},,,,0-23 1-24 2-25 3-26 4-27 5-29 6-32 7-30 8-33 9-34 10-35 11-37 12-41 13-36 14-43 15-42 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:327,,,test,'' oh ! then the gentleman is going on terra firma ? '' replied Ned Land .,'' but does this mean the old boy goes ashore ? '' Ned Land went on .,'' oh ! then the gentleman be go on terra firma ? '' reply ned land .,'' but do this mean the old boy go ashore ? '' ned land go on .,0.6521739130434783,0,,,,,0-0 4-5 5-6 5-7 6-8 7-8 8-9 9-9 10-9 11-10 12-11 14-12 15-13 16-16 ,13-14 13-15 ,,,,,,3-2 3-3 3-4 5-6 5-7 13-14 13-15 ,,,,0-0 1-1 4-5 6-8 7-8 8-9 9-9 10-9 11-10 12-11 14-12 15-13 16-16 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:1101,,,test,'' yes ; but what is to be done ? '','' yes ! '' I said . '' but what can we do ? '','' yes ; but what be to be do ? '','' yes ! '' i say . '' but what can we do ? '',0.6,4,,,,,0-0 1-1 2-2 3-8 4-9 6-10 9-13 10-14 ,7-12 8-12 ,,,,,,5-10 5-11 6-10 6-11 7-10 7-11 8-12 ,,,,0-0 1-1 3-8 4-9 9-13 10-14 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:904,,,test,"'' they will be useless '' , he replied .","'' they will be useless to us '' , he replied .","'' they will be useless '' , he reply .","'' they will be useless to u '' , he reply .",0.18181818181818177,2,,,,,0-0 1-1 2-2 3-3 4-4 5-7 6-8 7-9 8-10 9-11 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-7 6-8 7-9 8-10 9-11 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:1172,,,test,"'' what is to be done , Ned , since flight is impracticable just now ? ''","'' what can we do , Ned , since it is not feasible to escape right now ? ''","'' what be to be do , ned , since flight be impracticable just now ? ''","'' what can we do , ned , since it be not feasible to escape right now ? ''",0.5,2,,,,,0-0 1-1 6-5 7-6 8-7 9-8 11-10 12-11 12-12 13-15 14-16 15-17 16-18 ,2-2 2-3 3-2 3-3 4-2 4-3 5-4 10-14 ,,,,,,4-4 5-4 10-14 ,,,,0-0 1-1 3-2 6-5 7-6 8-7 9-8 11-10 12-11 12-12 13-15 14-16 15-17 16-18 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:298,,,test,"'' ask it , Professor '' .","'' ask , Professor '' .","'' ask it , professor '' .","'' ask , professor '' .",0.16666666666666663,1,,,,,0-0 1-1 3-2 4-3 5-4 6-5 ,{},,,,,,{},,,,0-0 1-1 3-2 4-3 5-4 6-5 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:728,,,test,"'' look well '' , said Ned '' , there , on the starboard beam , about the height of the lantern ! do you not see a mass which seems to move ? ''","'' take a good look '' , Ned went on . '' there , ahead to starboard , almost level with the beacon ! do not you see a mass that seems to be moving around ? ''","'' look well '' , say ned '' , there , on the starboard beam , about the height of the lantern ! do you not see a mass which seem to move ? ''","'' take a good look '' , ned go on . '' there , ahead to starboard , almost level with the beacon ! do not you see a mass that seem to be move around ? ''",0.5128205128205128,3,,,,,0-0 1-1 1-2 1-4 2-3 3-5 4-6 5-8 5-9 6-7 7-10 9-12 10-13 13-16 15-17 16-18 17-19 18-19 19-20 20-21 21-22 22-23 23-24 24-26 25-25 26-27 27-28 28-29 29-30 30-31 31-32 32-33 32-34 32-35 33-36 34-37 ,11-14 11-15 12-14 12-15 14-14 14-15 ,,,,,,2-3 7-10 18-19 19-20 ,,,,0-0 1-1 1-2 1-4 3-5 4-6 5-8 5-9 6-7 8-11 9-12 10-13 13-16 15-17 16-18 20-21 21-22 22-23 23-24 24-26 25-25 26-27 27-28 28-29 29-30 30-31 31-32 32-33 32-34 33-36 34-37 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:423,,,test,"'' it remains to be seen '' , I said , '' if these forests are full of game , and if the game is not such as will hunt the hunter himself '' .","'' it remains to be seen '' , I said , '' whether these forests do contain game , and if the types of game are not of such size that they can hunt the hunter '' .","'' it remain to be see '' , i say , '' if these forest be full of game , and if the game be not such a will hunt the hunter himself '' .","'' it remain to be see '' , i say , '' whether these forest do contain game , and if the type of game be not of such size that they can hunt the hunter '' .",0.36363636363636365,3,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-16 16-16 17-16 18-17 19-18 20-19 21-20 22-21 23-24 24-25 25-26 26-28 30-34 31-35 33-36 34-37 ,28-32 28-33 29-32 29-33 ,,,,,,32-35 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-16 16-16 17-16 18-17 19-18 20-19 21-20 22-21 23-24 24-25 25-26 26-28 27-30 28-32 29-33 30-34 31-35 33-36 34-37 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:324,,,test,"Captain Nemo , commander of the Nautilus .","Captain Nemo , commander of the Nautilus .","captain nemo , commander of the nautilus .","captain nemo , commander of the nautilus .",0.0,0,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:140,,,test,"at this moment a hard body struck me . I clung to it : then I felt that I was being drawn up , that I was brought to the surface of the water , that my chest collapsed -- I fainted .","just then something hard banged against me . I clung to it . then I felt myself being pulled upward , back to the surface of the water ; my chest caved in , and I fainted ...","at this moment a hard body strike me . i clung to it : then i felt that i be be draw up , that i be bring to the surface of the water , that my chest collapse -- i faint .","just then something hard bang against me . i clung to it . then i felt myself be pull upward , back to the surface of the water ; my chest cave in , and i faint ...",0.5909090909090908,5,,,,,0-0 0-1 1-0 1-1 2-0 2-1 4-3 6-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 18-16 20-17 21-18 22-19 23-20 28-22 29-23 30-24 31-25 32-26 33-27 34-28 36-29 37-30 38-31 38-32 40-35 41-36 ,5-2 27-21 ,,,,,,3-2 39-33 ,,,,0-1 1-1 2-1 4-3 6-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 18-16 20-17 21-18 22-19 23-20 28-22 29-23 30-24 31-25 32-26 33-27 34-28 36-29 37-30 38-31 38-32 40-35 41-36 42-37 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:1006,,,test,"'' good , sir ! but do you forget that the Nautilus is armed with a powerful spur , and could we not send it diagonally against these fields of ice , which would open at the shocks '' .","'' my dear sir , have you forgotten that the Nautilus is armed with a fearsome spur ? could not it be launched diagonally against those tracts of ice , which would break open from the impact ? ''","'' good , sir ! but do you forget that the nautilus be arm with a powerful spur , and could we not send it diagonally against these field of ice , which would open at the shock '' .","'' my dear sir , have you forget that the nautilus be arm with a fearsome spur ? could not it be launch diagonally against those tract of ice , which would break open from the impact ? ''",0.5106382978723405,1,,,,,0-0 3-3 4-4 7-6 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 20-18 22-19 24-20 25-23 26-24 27-25 28-26 29-27 30-28 31-29 32-30 33-31 34-32 34-33 35-34 36-35 37-36 38-38 ,6-5 6-7 8-5 8-7 23-21 23-22 39-37 ,,,,,,4-4 18-17 23-21 23-22 27-25 35-34 37-36 39-37 ,,,,0-0 1-2 3-3 7-6 8-5 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 20-18 22-19 24-20 25-23 26-24 28-26 29-27 30-28 31-29 32-30 33-31 34-33 36-35 38-38 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:264,,,test,"'' it is marvelous ! and I see , Captain , you were right to make use of this agent that takes the place of wind , water , and steam '' .","'' it 's marvelous '' , I replied , '' and I truly see , Captain , how right you are to use this force ; it 's sure to take the place of wind , water , and steam '' .","'' it be marvelous ! and i see , captain , you be right to make use of this agent that take the place of wind , water , and steam '' .","'' it 's marvelous '' , i reply , '' and i truly see , captain , how right you be to use this force ; it 's sure to take the place of wind , water , and steam '' .",0.33333333333333337,9,,,,,0-0 1-1 2-2 3-3 5-10 6-11 7-13 8-14 9-15 10-16 11-19 13-18 14-21 15-22 16-22 17-22 18-23 19-24 21-30 22-31 23-32 24-33 25-34 26-35 27-36 28-37 29-38 30-39 31-40 32-41 ,12-20 ,,,,,,4-4 6-6 12-20 20-26 ,,,,0-0 1-1 2-2 3-3 5-10 6-11 7-13 8-14 9-15 10-16 11-19 13-18 14-21 15-22 16-22 17-22 18-23 19-24 21-30 22-31 23-32 24-33 25-34 26-35 27-36 28-37 29-38 30-39 31-40 32-41 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:771,,,test,"'' what I have to tell you is very simple . we are in Europe ; and before Captain Nemo 's caprices drag us once more to the bottom of the polar seas , or lead us into Oceania , I ask to leave the Nautilus '' .","'' what I 've got to tell you is very simple '' , the Canadian replied . '' we are in Europe , and before Captain Nemo 's whims take us deep into the polar seas or back to Oceania , I say we should leave this Nautilus '' .","'' what i have to tell you be very simple . we be in europe ; and before captain nemo 's caprice drag u once more to the bottom of the polar sea , or lead u into oceania , i ask to leave the nautilus '' .","'' what i 've get to tell you be very simple '' , the canadian reply . '' we be in europe , and before captain nemo 's whim take u deep into the polar sea or back to oceania , i say we should leave this nautilus '' .",0.4285714285714286,2,,,,,0-0 1-1 2-2 2-3 2-4 3-2 3-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 11-18 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 22-29 23-30 26-32 27-33 31-34 32-35 34-36 37-38 38-39 39-40 40-41 42-44 43-45 45-47 46-48 47-49 ,10-12 35-29 41-42 44-46 ,,,,,,26-31 27-31 28-31 29-32 35-37 36-37 41-42 41-43 41-44 42-42 42-43 42-44 ,,,,0-0 1-1 2-2 2-3 2-4 3-2 3-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 11-18 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 22-29 23-30 30-33 31-34 32-35 34-36 37-38 38-39 39-40 40-41 43-45 44-46 45-47 46-48 47-49 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,novels-common:155,,,test,"well , no ! the blackish back that supported me was smooth , polished , without scales . the blow produced a metallic sound ; and , incredible though it may be , it seemed , I might say , as if it was made of riveted plates .","well , no . the blackish back supporting me was smooth and polished with no overlapping scales . on impact , it gave off a metallic sonority , and as incredible as this sounds , it seemed , I swear , to be made of riveted plates .","well , no ! the blackish back that support me be smooth , polished , without scale . the blow produce a metallic sound ; and , incredible though it may be , it seem , i might say , a if it be make of riveted plate .","well , no . the blackish back support me be smooth and polish with no overlap scale . on impact , it give off a metallic sonority , and as incredible a this sound , it seem , i swear , to be make of riveted plate .",0.5,1,,,,,0-0 1-1 3-2 4-3 5-4 6-5 8-6 9-7 10-8 11-9 12-10 13-11 15-12 15-13 16-15 17-16 20-21 20-22 21-23 22-24 23-25 24-26 25-27 26-28 27-29 28-30 30-32 31-32 32-33 33-34 34-35 35-36 36-37 39-39 43-41 43-42 44-41 44-42 45-43 46-44 47-45 48-46 ,19-20 29-31 37-38 38-38 ,,,,,,12-11 28-31 37-39 38-39 42-41 42-42 43-41 43-42 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-7 9-8 10-9 11-10 13-12 15-13 15-14 16-16 17-17 19-19 19-21 20-22 20-23 21-24 22-25 23-26 24-27 25-28 27-30 29-32 30-33 31-33 32-34 33-35 34-36 35-37 36-38 39-40 42-21 44-43 45-44 46-45 47-46 48-47 ,,,
