pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
chtb_023-7-26,chtb_023,7,HITInput,Eleven village and township enterprises in this province has been listed into the `` The village and township enterprises with best economic effect and profit '' in China .,There are 11 township enterprises around the province have been rated as `` Greatest Economic Benefits Enterprises '' .,eleven village and township enterprise in this province have be list into the `` the village and township enterprise with best economic effect and profit '' in china .,there be 11 township enterprise around the province have be rat a `` great economic benefit enterprise '' .,0.6551724137931034,10,24-15 10-10 4-4 25-17 0-2 9-9 3-3 7-7 28-18 20-13 8-8 13-12 18-16 21-14,,,,,,,
XIN20020411.0233-3-1,XIN20020411.0233,3,HITInput,"He was taken immediately to a hospital for emergency treatment , but so far he is still in a critical condition .",He was rushed to hospital immediately and now remains in danger .,"he be take immediately to a hospital for emergency treatment , but so far he be still in a critical condition .",he be rush to hospital immediately and now remain in danger .,0.7083333333333333,10,4-3 0-0 1-1 3-5 6-4 21-11,,,,,,,
VOM19981111_0700_1476-4-35,VOM19981111_0700_1476,4,HITInput,Now please listen to the detailed contents of the report broadcast to you by Ma Kaiyue .,Now the details from Ma Kaiyue .,now please listen to the detailed content of the report broadcast to you by ma kaiyue .,now the detail from ma kaiyue .,0.7058823529411764,10,14-4 15-5 4-1 16-6 5-2,,,,,,,
cmn-WL-8-89600-7821328-13-2,cmn-WL-8-89600-7821328,13,HITInput,"The Souths demanded an explanation from the Wests , attracting the sympathy of everyone in the village .",The Nans demanded that the Xi family give them an explanation . That touched off a wave of sympathy and support for the Nans throughout the village .,"the south demand an explanation from the west , attract the sympathy of everyone in the village .",the nan demand that the xi family give them an explanation . that touch off a wave of sympathy and support for the nan throughout the village .,0.7241379310344828,10,2-2 17-27 0-0 3-9 1-1 11-18 16-26 4-10 15-25,,,,,,,
cmn-WL-8-89586-7839847-21-4,cmn-WL-8-89586-7839847,21,HITInput,The dazzling sun suddenly disappeared . I suffered from blackout spells .,The dazzling sun suddenly disappeared . And the scene just in front of my eyes turned black in fits and starts .,the dazzling sun suddenly disappear . i suffer from blackout spell .,the dazzling sun suddenly disappear . and the scene just in front of my eye turn black in fit and start .,0.7391304347826086,10,2-2 5-5 4-4 1-1 3-3 11-21 0-0,,,,,,,
ZBN19981210_0108-4-36,ZBN19981210_0108,4,HITInput,He said these economic reforms are critical to the objectives of restoring the economy and achieving a sustainable level of economic growth .,He said that economic reform was decisive to economic recovery and development .,he say these economic reform be critical to the objective of restore the economy and achieve a sustainable level of economic growth .,he say that economic reform be decisive to economic recovery and development .,0.6666666666666667,10,5-5 22-12 4-4 20-8 1-1 7-7 3-3 6-6 0-0 11-9 21-11,,,,,,,
artb_045-8-12,artb_045,8,HITInput,"Angham will stage a concert , Wednesday evening , as a night show that is part of the Thirty-fourth Annual Festival of The Doves .",Angham will hold a musical evening within the framework of 34th International Dove Festival .,"angham will stage a concert , wednesday evening , a a night show that be part of the thirty-fourth annual festival of the dove .",angham will hold a musical evening within the framework of 34th international dove festival .,0.6538461538461539,10,24-14 16-9 0-0 15-8 1-1 18-10 23-12 11-5 20-13 10-3,,,,,,,
ZBN19981130_0038-16-6,ZBN19981130_0038,16,HITInput,Obuchi 's public comment on Miyazawa 's desire to resign was that he had read the relevant reports and planned to talk it over with the Finance Minister .,"Koizumi read the reports on Kiichi Migazawa 's resignation , and he was going to talk with him .",obuchi 's public comment on miyazawa 's desire to resign be that he have read the relevant report and plan to talk it over with the finance minister .,"koizumi read the report on kiichi migazawa 's resignation , and he be go to talk with him .",0.6363636363636364,10,9-8 15-2 28-18 17-3 20-14 21-15 14-1,,,,,,,
cmn-NG-31-117651-7396532-18-2,cmn-NG-31-117651-7396532,18,HITInput,"In summary , the CCDI , I 'm worried about the effectiveness of your `` anti-corruption deadline . ''","Honorable members of the Central Commission for Discipline , all in all , I am wary and worried over the effect your `` anti-corruption deadline '' will produce .","in summary , the ccdi , i 'm worried about the effectiveness of your `` anti-corruption deadline . ''","honorable member of the central commission for discipline , all in all , i be wary and worry over the effect your `` anti-corruption deadline '' will produce .",0.65625,10,5-12 8-17 13-21 11-20 16-24 17-28 18-25 6-13 14-22 15-23 7-14 10-19,,,,,,,
chtb_222-6-43,chtb_222,6,HITInput,"He completed his primary schooling in the orphanage , and went to a village secondary school nearby .","Hao Ding graduated from the primary school of the Children 's Welfare Institution , and then he went to secondary school in the nearby village high school .","he complete his primary schooling in the orphanage , and go to a village secondary school nearby .","hao ding graduate from the primary school of the child 's welfare institution , and then he go to secondary school in the nearby village high school .",0.5517241379310345,10,17-27 10-17 4-6 3-5 6-22 8-13 13-24 11-18 2-16 14-19 5-21 15-20 9-14 16-23,,,,,,,
artb_013-6-15,artb_013,6,HITInput,Syrian-Israeli peace negotiations have been frozen since January 10 .,It is worth mentioning that the Syrian Israeli peace negotiations have been on hold since the tenth of January .,syrian-israeli peace negotiation have be freeze since january 10 .,it be worth mention that the syrian israeli peace negotiation have be on hold since the tenth of january .,0.6666666666666667,10,1-8 0-6 0-7 6-14 7-18 8-16 3-10 2-9 4-11 9-19,,,,,,,
chtb_092-10-1,chtb_092,10,HITInput,Its annual export volume reached US $ 400 million and import volume US $ 250 million .,"In the whole year , total foreign exchange earned on exports amounted to US $ 400 million . The import amount was US $ 250 million .",it annual export volume reach u $ 400 million and import volume u $ 250 million .,"in the whole year , total foreign exchange earn on export amount to u $ 400 million . the import amount be u $ 250 million .",0.6923076923076923,10,1-3 5-13 6-14 4-5 8-16 13-23 7-15 10-19 11-20 16-26 3-11 2-10 14-24 15-25 12-22,,,,,,,
XIN20030126_ARB_0092-4-5,XIN20030126_ARB_0092,4,HITInput,"They contacted Hashiba 's wife to demand a ransom , according to regional Police Chief , Alberto Olario .","The kidnappers who took the Japanese business man , aged 48 , hostage contacted his wife to demand the ransom , according to regional police commander Albert Aulario .","they contact hashiba 's wife to demand a ransom , accord to regional police chief , alberto olario .","the kidnapper who take the japanese business man , age 48 , hostage contact his wife to demand the ransom , accord to regional police commander albert aulario .",0.6774193548387097,10,6-17 8-19 1-13 5-16 11-22 16-26 13-24 9-20 10-21 14-25 4-15 12-23 18-28,,,,,,,
ZBN19981119_0059-4-27,ZBN19981119_0059,4,HITInput,Indonesia invaded former Portuguese colony East Timor in 1975 and merged it into Indonesian territory in several weeks .,"Indonesia intruded into East Timor , a colony of Portugal , in 1975 , and a few weeks later East Timor was merged into the territory of Indonesia .",indonesia invade former portuguese colony east timor in 1975 and merge it into indonesian territory in several week .,"indonesia intrude into east timor , a colony of portugal , in 1975 , and a few week later east timor be merge into the territory of indonesia .",0.5555555555555556,10,0-0 3-9 5-3 4-7 8-12 10-22 7-11 13-27 12-23 17-17 6-4 14-25 18-28,,,,,,,
artb_538-3-19,artb_538,3,HITInput,"The three foreign ministers held their tripartite meeting during the summit on `` Contribution of new democracies to European-Atlantic security , '' hosted by President Peter Stopanov .",The three foreign ministers met during the summit on The Contribution of New Democracies to Euro-Atlantic Security .,"the three foreign minister hold their tripartite meeting during the summit on `` contribution of new democracy to european-atlantic security , '' host by president peter stopanov .",the three foreign minister meet during the summit on the contribution of new democracy to euro-atlantic security .,0.5172413793103448,10,2-2 4-4 27-17 0-0 17-14 1-1 15-12 9-6 3-3 18-15 16-13 13-10 8-5 10-7 19-16 11-8 14-11,,,,,,,
artb_538-3-12,artb_538,3,HITInput,"The Foreign Ministers held a trilateral meeting during the `` Contributions of the new democracies to the European-Atlantic security '' Summit , hosted by President Petar Stoyanov .",The three foreign ministers met during the summit on The Contribution of New Democracies to Euro-Atlantic Security .,"the foreign minister hold a trilateral meeting during the `` contribution of the new democracy to the european-atlantic security '' summit , host by president petar stoyanov .",the three foreign minister meet during the summit on the contribution of new democracy to euro-atlantic security .,0.5862068965517242,10,20-7 2-3 10-10 27-17 11-11 17-15 1-2 18-16 7-5 3-4 15-14 0-0 8-6 14-13 13-12,,,,,,,
ZBN19981229_0043-5-42,ZBN19981229_0043,5,HITInput,Gusa reiterated that Thailand would never support any part of Cambodia to do any activities of subversion .,Gu Sa reiterated that Thailand will never support any party of Cambodia to participate in an activity of subverting a neighboring country by taking advantage of Thailand .,gusa reiterate that thailand would never support any part of cambodia to do any activity of subversion .,gu sa reiterate that thailand will never support any party of cambodia to participate in an activity of subvert a neighboring country by take advantage of thailand .,0.6333333333333333,10,17-27 5-6 2-3 3-4 7-8 8-9 15-17 14-16 6-7 11-12 10-11 9-10 1-2,,,,,,,
