source,target,docID,type,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments1,answerPossAlignments1,answerSourceHighlights1,answerTargetHighlights1
MySQL AB on Tuesday announced that it had ported its open-source database to the HP-UX operating system on the 64-bit Intel Itanium 2 processor .,the company updated the MySQL 4.0 software with the ability to run on the HP-UX 11i Unix operating system and Linux on servers equipped with Intel 's 64-bit Itanium 2 processor .,news-A:2602,test,24-31 21-28 22-29 23-30 13-13 14-14 15-17 16-18 17-12 20-25 0-4 19-27 ,{},{},{},0-1 1-1 7-2 7-7 7-8 7-9 7-10 7-11 8-2 8-7 8-8 8-9 8-10 8-11 9-4 9-5 9-6 11-4 11-5 11-6 13-13 14-14 14-15 14-16 15-17 16-18 19-27 20-25 21-28 22-29 23-30 24-31 ,12-12 17-24 ,{},{}
"the vote came just two days after Kurds swept city council elections , taking the largest single block of votes on the 30-seat council .",the vote for mayor followed city council elections that gave Kurds the largest block of votes on the 30-seat council .,news-A:1328,test,24-20 17-13 18-14 19-15 20-16 21-17 22-18 23-19 9-5 10-6 11-7 0-0 1-1 14-11 15-12 13-9 7-10 ,{},{},{},0-0 1-1 2-4 6-4 7-10 9-5 10-6 11-7 14-11 15-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 ,13-9 ,{},{}
"based on the history and success of The Winston in Charlotte , I believe theres no place but Lowes Motor Speedway that can do it justice .","'' based on the history and success of The Winston in Charlotte , I believe there 's no place but Lowe 's Motor Speedway that can do it justice '' .",news-A:2167,test,26-30 0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 19-22 20-23 21-24 22-25 23-26 24-27 25-28 15-17 16-18 17-19 18-22 ,{},{},{},0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 14-16 15-17 16-18 17-19 18-20 18-21 19-22 20-23 21-24 22-25 23-26 24-27 25-28 26-30 ,{},{},{}
"'' Rendezvous has been a Tibco mark for many years and is one of our flagship products '' , said George Ahn , chief marketing officer , Tibco .",Tibco 's chief marketing officer George AHN said : '' Rendezvous has been a Tibco mark for many years and is one of our flagship products .,news-A:1024,test,28-26 0-9 1-10 2-11 3-12 4-13 5-14 6-15 7-16 8-17 9-18 10-19 11-20 12-21 13-22 14-23 15-24 16-25 23-2 24-3 25-4 20-5 21-6 19-7 27-0 ,{},{},{},0-9 1-10 2-11 3-12 4-13 5-14 6-15 7-16 8-17 9-18 10-19 11-20 12-21 13-22 14-23 15-24 16-25 19-7 20-5 21-6 23-2 24-3 25-4 27-0 28-26 ,{},{},{}
"Hines died of cancer Saturday in Los Angeles , publicist Allen Eichhorn said Sunday .","Hines died yesterday in Los Angeles of cancer , publicist Allen Eichorn said .",news-A:2113,test,14-13 5-3 6-4 7-5 8-8 9-9 10-10 0-0 1-1 2-6 3-7 12-12 4-2 ,{},{},{},0-0 1-1 2-6 3-7 4-2 5-3 6-4 7-5 8-8 9-9 10-10 11-11 12-12 14-13 ,{},{},{}
Bond voiced disappointment that neither President Bush nor his brother attended the 2002 conference in Texas or the 2003 meeting in Florida .,Bond also voiced his disappointment that neither President Bush nor his brother attended this conference in Florida or last year 's conference in Texas .,news-A:485,test,22-24 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 13-21 14-22 15-23 20-15 21-16 0-0 1-2 19-14 ,{},{},{},0-0 1-2 2-4 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-12 12-18 12-19 13-21 14-22 15-23 16-17 19-14 20-15 21-16 22-24 ,11-13 17-13 ,{},{}
"the report released Monday simply says , this report does not attempt to address the complexities of this issue .",the document stated : '' this report does not attempt to address the complexities of this issue '' .,news-A:342,test,19-18 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 5-2 1-1 0-0 ,{},{},{},0-0 1-1 6-3 7-5 8-6 9-7 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-18 ,5-2 ,{},{}
"Prince Saud said , '' the Kingdom of Saudi Arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of September 11 , 2001 '' .","'' the Kingdom of Saudi Arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of Sept. 11 , 2001 '' , he said .",news-A:598,test,29-28 4-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 25-21 26-22 27-23 28-24 2-27 ,{},{},{},0-26 1-26 2-27 4-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 28-24 29-28 ,{},{},{}
"Brian Florence , 38 , died Sept. 25 of a heart attack in Alexandria , said the couple 's lawyer , Maranda Fritz .","'' Mr. Florence died Thursday of heart failure '' , said the couple 's lawyer , Maranda Fritz .",news-A:866,test,23-18 14-9 15-10 16-11 17-12 18-13 19-14 20-15 21-16 22-17 1-2 0-2 5-3 10-6 ,{},{},{},0-2 1-2 5-3 6-4 7-4 8-5 10-6 10-7 11-6 11-7 14-9 15-10 16-11 17-12 18-13 19-14 20-15 21-16 22-17 23-18 ,{},{},{}
"Ximian brings Novell unparalleled expertise , strengthening our ability to work with -LRB- our -RRB- customers and leverage open source initiatives more constructively '' .",'' Ximian brings Novell unparalleled Linux expertise . . . -LRB- and strengthens -RRB- our ability to work with and leverage open source initiatives more constructively '' .,news-A:1721,test,24-25 16-17 17-18 18-19 19-20 20-21 21-22 22-23 23-24 7-12 8-13 9-14 10-15 11-16 0-1 1-2 2-3 3-4 4-6 6-10 ,{},{},{},0-1 1-2 2-3 3-4 4-6 6-12 7-14 8-15 9-16 10-17 11-18 12-10 14-13 16-19 17-20 18-21 19-22 20-23 21-24 22-25 23-26 24-27 ,{},{},{}
Randall Simon singled to right for the second run .,Randall Simon followed with an RBI single to right .,news-A:1701,test,9-9 0-0 1-1 3-7 4-8 2-6 ,{},{},{},0-0 1-1 3-7 4-8 9-9 ,2-6 ,{},{}
"the latest shooting linked to the spree was a November 11 shooting at Hamilton Central Elementary School in Obetz , about 3km from the freeway .","another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz , about two miles from the freeway .",news-A:52,test,25-22 2-1 3-2 4-3 5-4 6-5 12-9 13-10 14-11 15-12 17-13 18-14 19-15 20-16 22-19 23-20 24-21 1-0 10-8 ,{},{},{},2-1 3-2 4-3 5-4 6-5 7-6 9-7 10-8 12-9 13-10 14-11 15-12 17-13 18-14 19-15 20-16 21-17 21-18 22-19 23-20 24-21 25-22 ,0-0 11-1 ,{},{}
"'' I stand 100 percent by it , and I think our intelligence services gave us the correct information at the time '' .","I stand 100 percent by it , and I think that our intelligence services gave us the correct intelligence and information at the time '' , Blair said .",news-A:672,test,23-28 1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-20 19-21 20-22 21-23 22-24 ,{},{},{},1-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-20 19-21 20-22 21-23 22-24 23-28 ,{},{},{}
"as part of a 2001 agreement to extradite them from Canada , prosecutors agreed not to seek the death penalty .","as part of the agreement to extradite the two best friends from Canada , prosecutors agreed not to seek the death penalty for convictions .",news-A:1404,test,20-24 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-20 19-21 0-0 1-1 2-2 5-4 6-5 7-6 ,{},{},{},0-0 1-1 2-2 5-4 6-5 7-6 9-11 10-12 11-13 12-14 13-15 14-16 15-17 16-18 17-19 18-20 19-21 20-24 ,3-3 8-7 8-8 8-9 8-10 ,{},{}
"there is , however , no photo of Peter Hollingworth in the June issue examined by the Herald yesterday .","there is , however , no photograph of Dr Hollingworth in the June issue of the magazine examined by The Age yesterday .",news-A:883,test,19-22 0-0 1-1 2-2 3-3 4-4 5-5 9-9 10-10 11-11 12-12 13-13 14-17 15-18 16-19 18-21 8-9 6-6 7-7 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-9 9-9 10-10 11-11 12-12 13-13 14-17 15-18 16-19 18-21 19-22 ,17-20 ,{},{}
"as frequently happens to a company making a major acquisition , PeopleSoft 's shares dropped during yesterday 's trading , decreasing $ 1.42 to close at $ 14.97 .","as frequently happens to a company making a major acquisition , PeopleSoft 's shares dropped in Monday 's trading , decreasing 87 cents to $ 15.52 on the Nasdaq Stock Market .",news-A:2543,test,28-31 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 17-17 18-18 19-19 20-20 16-16 21-24 15-15 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 23-23 26-24 28-31 ,21-21 21-22 22-21 22-22 27-25 ,{},{}
"the current plan is to release the videotapes of the sessions , after U.S. review , on Friday , said Jim Landale , a spokesman for the tribunal .","the current plan is to release videotapes of the sessions on Friday , after the review , said Jim Landale , a tribunal spokesman .",news-A:874,test,28-24 0-0 1-1 2-2 3-3 4-4 5-5 18-16 19-17 20-18 21-19 22-20 23-21 7-6 8-7 9-8 10-9 16-10 17-11 11-12 12-13 14-15 24-23 27-22 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 7-6 8-7 9-8 10-9 11-12 12-13 14-15 16-10 17-11 18-16 19-17 20-18 21-19 22-20 23-21 24-23 27-22 28-24 ,{},{},{}
a discouraging outlook from General Electric Co. sent its share down 81 cents -LRB- U.S. -RRB- or 2.7 per cent to $ 29.32 .,a discouraging outlook from GE sent the company 's shares down 81 cents -LRB- U.S. -RRB- or 2.7 per cent to $ 29.32 .,news-A:1042,test,23-23 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 0-0 1-1 2-2 3-3 7-5 9-9 6-7 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-4 6-4 7-5 8-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 ,{},{},{}
"Selenski 's partner in the jailbreak , Scott Bolton , injured his ankle , pelvis and ribs during the escape attempt , Warden Gene Fischi said .","Selenski 's partner in the Friday jailbreak , Scott Bolton , was injured in the escape and hospitalized .",news-A:2400,test,26-18 0-0 1-1 2-2 3-3 4-4 5-6 6-7 7-8 8-9 9-10 18-14 19-15 10-12 17-13 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-6 6-7 7-8 8-9 9-10 10-11 10-12 18-14 19-15 26-18 ,11-8 11-9 17-13 ,{},{}
"'' so Sebastian did his best to convincingly confess to a crime that he did n't commit in order to survive '' , she told jurors .","'' Sebastian did his best to confess convincingly to a crime he did n't do in order to survive '' , Ms. Richardson declared .",news-A:1498,test,26-24 17-15 18-16 19-17 20-18 21-19 22-20 2-1 3-2 4-3 5-4 6-5 9-8 10-9 11-10 13-11 14-12 15-13 8-6 7-7 24-23 0-0 ,{},{},{},0-0 2-1 3-2 4-3 5-4 6-5 7-7 8-6 9-8 10-9 11-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 21-19 22-20 24-23 26-24 ,23-21 23-22 ,{},{}
"just across a river , St. Joseph has trendy restaurants , boutiques , offices and a picturesque beachfront .","less than a mile away , across a river , St. Joseph features trendy restaurants , boutiques , offices and a picturesque beach front .",news-A:2101,test,18-24 8-13 9-14 10-15 11-16 12-17 13-18 14-19 15-20 16-21 1-6 2-7 3-8 4-9 5-10 6-11 ,{},{},{},1-6 2-7 3-8 4-9 5-10 6-11 7-12 8-13 9-14 10-15 11-16 12-17 13-18 14-19 15-20 16-21 17-22 17-23 18-24 ,{},{},{}
"Myanmar 's pro-democracy leader Aung San Suu Kyi will return home late Friday but will remain in detention after recovering from surgery at a Yangon hospital , her personal physician said .","Myanmar 's pro-democracy leader Aung San Suu Kyi will be kept under house arrest following her release from a hospital where she underwent surgery , her personal physician said Friday .",news-A:717,test,31-30 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 26-24 27-25 28-26 29-27 30-28 15-10 25-19 23-18 17-13 11-14 12-29 21-23 10-12 16-11 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 12-29 14-8 14-9 14-10 15-8 15-9 15-10 17-12 17-13 18-14 21-23 23-18 25-19 26-24 27-25 28-26 29-27 30-28 31-30 ,4-15 5-15 6-15 7-15 9-16 9-17 9-19 10-16 10-17 10-19 16-11 ,{},{}
Southwest said it recently exercised remaining options for the delivery of nine Boeing 737-700s next year .,Boeing said yesterday that Southwest exercised options to purchase 15 737s for delivery next year .,news-A:1657,test,16-15 14-13 15-14 0-4 12-0 1-1 4-5 6-6 9-12 7-11 ,{},{},{},0-4 1-1 4-5 6-6 7-11 9-12 12-0 14-13 15-14 16-15 ,11-9 11-10 12-9 12-10 13-9 13-10 ,{},{}
"the interview , which also focuses on Schwarzenegger 's training routines and prowess as a bodybuilder , was reprinted this week on the website http://www.smokinggun.com .","the interview , which also focuses on Schwarzenegger 's training routines and prowess as a bodybuilder , was re-printed this week on the web site www.thesmokinggun.com .",news-A:2728,test,25-26 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 19-19 20-20 21-21 22-22 18-18 23-23 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 23-24 24-25 25-26 ,{},{},{}
large swells and dangerous surf already were being felt along sections of the coast .,already large swells and dangerous surf have arrived along the mid-Atlantic .,news-A:1333,test,14-11 0-1 1-2 2-3 3-4 4-5 5-0 9-8 ,{},{},{},0-1 1-2 2-3 3-4 4-5 6-6 6-7 7-6 7-7 8-6 8-7 9-8 14-11 ,10-10 11-10 12-10 13-10 ,{},{}
"Mr. Berg says in an advertisement for it , '' more than my remembrances , this book intends to convey hers '' .","in an advertisement for the book , Berg says , '' more than my remembrances , this book intends to convey hers '' .",news-A:1950,test,22-23 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 3-0 4-1 5-2 6-3 1-7 2-8 ,{},{},{},1-7 2-8 3-0 4-1 5-2 6-3 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 22-23 ,7-5 ,{},{}
a group of investors wants to start a TV network aimed at the estimated 8 million Muslims living in the United States .,a group of investors said Friday it wants to start a television network aimed at the interests of an estimated 8 million Muslims living in the United States .,news-A:2566,test,22-28 13-19 14-20 15-21 16-22 17-23 18-24 19-25 20-26 21-27 0-0 1-1 2-2 3-3 4-7 5-8 6-9 7-10 9-12 10-13 11-14 12-15 8-11 ,{},{},{},0-0 1-1 2-2 3-3 4-7 5-8 6-9 7-10 8-11 9-12 10-13 11-14 12-15 13-19 14-20 15-21 16-22 17-23 18-24 19-25 20-26 21-27 22-28 ,1-6 ,{},{}
"the purchase is the largest conservation transaction in Hawaii 's history , the agencies said .","the $ 22 million deal , announced Thursday , is also the largest land conservation transaction in Hawaii history .",news-A:488,test,15-19 5-14 6-15 7-16 8-17 3-11 4-12 10-18 14-6 2-9 ,{},{},{},0-0 1-4 2-9 3-11 4-12 5-14 6-15 7-16 8-17 10-18 15-19 ,{},{},{}
"on Wednesday , Judge Pollack dismissed another case , this one against Merrill Lynch investors in the firm 's Global Technology Fund .","on Wednesday , Judge Pollack dismissed a similar class-action lawsuit filed by investors who lost money in Merrill 's Global Technology fund .",news-A:2140,test,22-22 0-0 1-1 2-2 3-3 4-4 5-5 18-18 19-19 20-20 21-21 12-17 14-12 7-10 15-16 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 7-9 12-17 13-17 14-12 18-18 19-19 20-20 21-21 22-22 ,6-6 9-9 10-9 17-17 ,{},{}
"the ISM noted that '' with the exception of March 2003 , growth in business activity has been reported by ISM members every month beginning with February 2002 '' .","'' with the exception of March 2003 , growth in business activity has been reported by ISM members every month beginning with February 2002 '' , the Arizona-based group said .",news-A:758,test,29-30 4-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 28-24 2-29 ,{},{},{},0-26 1-28 2-29 4-0 5-1 6-2 7-3 8-4 9-5 10-6 11-7 12-8 13-9 14-10 15-11 16-12 17-13 18-14 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-22 27-23 28-24 29-30 ,{},{},{}
"'' biotech products , if anything , may be safer than conventional products because of all the testing '' , Fraley said .","'' biotech products , if anything , may be safer than conventional products because of all the testing '' , said Robert Fraley , Monsanto 's executive vice president .",news-A:1533,test,22-29 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-22 20-21 21-20 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-21 20-22 21-20 22-29 ,20-24 20-25 20-26 20-27 20-28 ,{},{}
"tonight , 21-year-old Morgan and as many as 1,200 fellow students at Wheaton College will gather in the gym for the first real dance in the school 's 143-year history .","as many as 1,200 students at Wheaton College will gather in the gym Friday night for the first real dance in the Christian school 's 143-year history .",news-A:330,test,30-27 10-4 11-5 12-6 13-7 14-8 15-9 16-10 17-11 18-12 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-23 27-24 28-25 29-26 5-0 6-1 7-2 8-3 0-14 ,{},{},{},0-13 0-14 5-0 6-1 7-2 8-3 10-4 11-5 12-6 13-7 14-8 15-9 16-10 17-11 18-12 19-15 20-16 21-17 22-18 23-19 24-20 25-21 26-23 27-24 28-25 29-26 30-27 ,{},{},{}
her putt for birdie was three feet short but she saved par without difficulty .,she leaves her birdie putt some three feet short but drops her par putt .,news-A:242,test,14-14 5-6 6-7 7-8 8-9 1-4 0-2 3-3 11-12 ,{},{},{},0-0 1-4 3-3 5-6 6-7 7-8 8-9 9-11 11-12 14-14 ,10-10 ,{},{}
"Fidelity Investments , the nation 's largest mutual-fund company , said it received a subpoena from New York Attorney General Eliot Spitzer 's office regarding its investigation to potential fund-trading abuses .","Fidelity Investments has received a subpoena from New York attorney general Eliot Spitzer , who is investigating charges of market-timing and late-day trading in the mutual fund industry .",news-A:3689,test,31-28 12-3 13-4 14-5 15-6 16-7 17-8 18-9 19-10 20-11 21-12 0-0 1-1 7-25 7-26 26-16 23-17 8-27 29-22 ,{},{},{},0-0 1-1 4-22 12-2 12-3 13-4 14-5 15-6 16-7 17-8 18-9 19-10 20-11 21-12 26-16 31-28 ,8-0 8-1 11-0 11-1 20-14 21-14 29-19 29-20 29-21 29-22 29-23 29-24 29-25 29-26 29-27 30-19 30-20 30-21 30-22 30-23 30-24 30-25 30-26 30-27 ,{},{}
the dollar 's slide against the yen was curbed by wariness that Japanese authorities could intervene to stem the yen 's rise .,"despite hefty losses against the euro , the dollar 's slide versus the yen was curbed by wariness that Japanese authorities could intervene to stem the yen 's rise .",news-A:3148,test,22-29 5-12 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 0-7 1-8 2-9 3-10 4-3 ,{},{},{},0-7 1-8 2-9 3-10 4-11 5-12 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 22-29 ,{},{},{}
"the technology-laced Nasdaq Composite index .ixic ended off 8.15 points , or 0.49 percent , at 1,644.03 .","the broader Standard & Poor 's 500 index .SPX advanced 2 points , or 0.24 percent , to 977 .",news-A:3617,test,18-20 10-12 11-13 12-14 4-7 5-8 14-16 15-17 ,{},{},{},0-0 6-9 7-9 9-11 10-12 11-13 13-15 14-16 15-17 17-19 ,8-10 16-18 ,{},{}
"witnesses from Malaysia will testify Thursday in the treason trial of cleric Abu Bakar Bashir , said to be the leader of terrorist group Jemaah Islamiyah .",the secrecy surrounding terrorist group Jemaah Islamiyah was again smashed when witnesses from Malaysia testified in the treason trial of Abu Bakar Bashir .,news-A:3390,test,26-23 6-15 7-16 8-17 9-18 10-19 22-3 23-4 24-5 25-6 0-11 1-12 2-13 12-20 13-21 14-22 4-14 ,{},{},{},0-11 1-12 2-13 6-15 7-16 8-17 9-18 10-19 12-20 13-21 14-22 22-3 23-4 24-5 25-6 26-23 ,3-14 4-14 ,{},{}
the FTC has asked the court to suspend its decision while the agency appeals .,U.S. district judge Edward W. Nottingham in Denver denied an FTC request to suspend his decision while the agency appeals .,news-A:3435,test,14-20 9-15 10-16 11-17 12-18 13-19 6-12 7-13 1-10 3-11 5-2 ,{},{},{},1-10 6-12 7-13 9-15 10-16 11-17 12-18 13-19 14-20 ,0-9 2-11 3-11 5-3 5-4 5-5 5-14 ,{},{}
"Samudra claims the meeting agreed with this and fine-tuning was handed to Dulmatin , a bombmaker still on the run and so-called smiling Bali bomber , Amrozi .","he claims they agreed on this plot and that fine-tuning was handed to Dulmatin , a bombmaker who is still on the run .",news-A:3214,test,27-23 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-19 17-20 18-21 19-22 1-1 4-3 ,{},{},{},1-1 4-3 6-5 7-7 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-19 17-20 18-21 19-22 27-23 ,0-0 3-2 5-4 12-17 ,{},{}
